"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-03-19,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-03-20,"BC","All","All",62,45
2020-03-20,"BC","Fraser","All",23,14.57
2020-03-20,"BC","Fraser","Fraser East",1,0.57
2020-03-20,"BC","Fraser","Fraser North",13,7.57
2020-03-20,"BC","Fraser","Fraser South",9,6.43
2020-03-20,"BC","Fraser","Unknown",0,0
2020-03-20,"BC","Interior","All",4,1.57
2020-03-20,"BC","Interior","East Kootenay",1,0.29
2020-03-20,"BC","Interior","Kootenay Boundary",0,0
2020-03-20,"BC","Interior","Okanagan",3,1.14
2020-03-20,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-03-20,"BC","Northern","All",1,0.29
2020-03-20,"BC","Northern","Northeast",0,0
2020-03-20,"BC","Northern","Northern Interior",0,0.14
2020-03-20,"BC","Northern","Northwest",1,0.14
2020-03-20,"BC","Northern","Unknown",0,0
2020-03-20,"BC","Vancouver Coastal","All",29,23.86
2020-03-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,9.43
2020-03-20,"BC","Vancouver Coastal","Richmond",3,2
2020-03-20,"BC","Vancouver Coastal","Unknown",0,0
2020-03-20,"BC","Vancouver Coastal","Vancouver",21,12.43
2020-03-20,"BC","Vancouver Island","All",5,4.71
2020-03-20,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-03-20,"BC","Vancouver Island","North Vancouver Island",1,1.71
2020-03-20,"BC","Vancouver Island","South Vancouver Island",3,2.29
2020-03-20,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2020-03-21,"BC","All","All",74,51.57
2020-03-21,"BC","Fraser","All",33,18.43
2020-03-21,"BC","Fraser","Fraser East",0,0.57
2020-03-21,"BC","Fraser","Fraser North",13,9.29
2020-03-21,"BC","Fraser","Fraser South",20,8.57
2020-03-21,"BC","Fraser","Unknown",0,0
2020-03-21,"BC","Interior","All",4,2.14
2020-03-21,"BC","Interior","East Kootenay",0,0.29
2020-03-21,"BC","Interior","Kootenay Boundary",1,0.14
2020-03-21,"BC","Interior","Okanagan",2,1.43
2020-03-21,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-03-21,"BC","Northern","All",1,0.29
2020-03-21,"BC","Northern","Northeast",0,0
2020-03-21,"BC","Northern","Northern Interior",1,0.14
2020-03-21,"BC","Northern","Northwest",0,0.14
2020-03-21,"BC","Northern","Unknown",0,0
2020-03-21,"BC","Vancouver Coastal","All",34,26.14
2020-03-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,9
2020-03-21,"BC","Vancouver Coastal","Richmond",3,2.29
2020-03-21,"BC","Vancouver Coastal","Unknown",0,0
2020-03-21,"BC","Vancouver Coastal","Vancouver",25,14.86
2020-03-21,"BC","Vancouver Island","All",2,4.57
2020-03-21,"BC","Vancouver Island","Central Vancouver Island",1,0.86
2020-03-21,"BC","Vancouver Island","North Vancouver Island",0,1.43
2020-03-21,"BC","Vancouver Island","South Vancouver Island",1,2.29
2020-03-21,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2020-03-22,"BC","All","All",46,54
2020-03-22,"BC","Fraser","All",17,19.43
2020-03-22,"BC","Fraser","Fraser East",1,0.71
2020-03-22,"BC","Fraser","Fraser North",6,9.29
2020-03-22,"BC","Fraser","Fraser South",10,9.43
2020-03-22,"BC","Fraser","Unknown",0,0
2020-03-22,"BC","Interior","All",3,2.29
2020-03-22,"BC","Interior","East Kootenay",0,0.29
2020-03-22,"BC","Interior","Kootenay Boundary",0,0.14
2020-03-22,"BC","Interior","Okanagan",2,1.43
2020-03-22,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-03-22,"BC","Northern","All",0,0.29
2020-03-22,"BC","Northern","Northeast",0,0
2020-03-22,"BC","Northern","Northern Interior",0,0.14
2020-03-22,"BC","Northern","Northwest",0,0.14
2020-03-22,"BC","Northern","Unknown",0,0
2020-03-22,"BC","Vancouver Coastal","All",21,27.14
2020-03-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,8.43
2020-03-22,"BC","Vancouver Coastal","Richmond",1,2
2020-03-22,"BC","Vancouver Coastal","Unknown",0,0
2020-03-22,"BC","Vancouver Coastal","Vancouver",17,16.71
2020-03-22,"BC","Vancouver Island","All",5,4.86
2020-03-22,"BC","Vancouver Island","Central Vancouver Island",1,0.86
2020-03-22,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-03-22,"BC","Vancouver Island","South Vancouver Island",4,2.71
2020-03-22,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-03-23,"BC","All","All",57,56
2020-03-23,"BC","Fraser","All",22,20.86
2020-03-23,"BC","Fraser","Fraser East",0,0.43
2020-03-23,"BC","Fraser","Fraser North",10,10.29
2020-03-23,"BC","Fraser","Fraser South",12,10.14
2020-03-23,"BC","Fraser","Unknown",0,0
2020-03-23,"BC","Interior","All",7,3.29
2020-03-23,"BC","Interior","East Kootenay",3,0.71
2020-03-23,"BC","Interior","Kootenay Boundary",1,0.29
2020-03-23,"BC","Interior","Okanagan",2,1.71
2020-03-23,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-03-23,"BC","Northern","All",1,0.43
2020-03-23,"BC","Northern","Northeast",0,0
2020-03-23,"BC","Northern","Northern Interior",1,0.29
2020-03-23,"BC","Northern","Northwest",0,0.14
2020-03-23,"BC","Northern","Unknown",0,0
2020-03-23,"BC","Vancouver Coastal","All",26,27.14
2020-03-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,7.14
2020-03-23,"BC","Vancouver Coastal","Richmond",5,2.71
2020-03-23,"BC","Vancouver Coastal","Unknown",0,0
2020-03-23,"BC","Vancouver Coastal","Vancouver",15,17.29
2020-03-23,"BC","Vancouver Island","All",1,4.29
2020-03-23,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2020-03-23,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-03-23,"BC","Vancouver Island","South Vancouver Island",1,2.29
2020-03-23,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-03-24,"BC","All","All",66,58.29
2020-03-24,"BC","Fraser","All",18,20
2020-03-24,"BC","Fraser","Fraser East",0,0.29
2020-03-24,"BC","Fraser","Fraser North",4,8.57
2020-03-24,"BC","Fraser","Fraser South",14,11.14
2020-03-24,"BC","Fraser","Unknown",0,0
2020-03-24,"BC","Interior","All",20,6.14
2020-03-24,"BC","Interior","East Kootenay",1,0.86
2020-03-24,"BC","Interior","Kootenay Boundary",2,0.57
2020-03-24,"BC","Interior","Okanagan",5,2.43
2020-03-24,"BC","Interior","Thompson Cariboo Shuswap",12,2.29
2020-03-24,"BC","Northern","All",2,0.71
2020-03-24,"BC","Northern","Northeast",0,0
2020-03-24,"BC","Northern","Northern Interior",0,0.29
2020-03-24,"BC","Northern","Northwest",2,0.43
2020-03-24,"BC","Northern","Unknown",0,0
2020-03-24,"BC","Vancouver Coastal","All",23,27
2020-03-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,6.14
2020-03-24,"BC","Vancouver Coastal","Richmond",1,2.71
2020-03-24,"BC","Vancouver Coastal","Unknown",0,0
2020-03-24,"BC","Vancouver Coastal","Vancouver",15,18.14
2020-03-24,"BC","Vancouver Island","All",3,4.43
2020-03-24,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2020-03-24,"BC","Vancouver Island","North Vancouver Island",0,0.86
2020-03-24,"BC","Vancouver Island","South Vancouver Island",3,2.71
2020-03-24,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-03-25,"BC","All","All",80,62.86
2020-03-25,"BC","Fraser","All",23,21.43
2020-03-25,"BC","Fraser","Fraser East",1,0.43
2020-03-25,"BC","Fraser","Fraser North",6,8.71
2020-03-25,"BC","Fraser","Fraser South",16,12.29
2020-03-25,"BC","Fraser","Unknown",0,0
2020-03-25,"BC","Interior","All",6,6.86
2020-03-25,"BC","Interior","East Kootenay",0,0.86
2020-03-25,"BC","Interior","Kootenay Boundary",0,0.57
2020-03-25,"BC","Interior","Okanagan",3,2.71
2020-03-25,"BC","Interior","Thompson Cariboo Shuswap",3,2.71
2020-03-25,"BC","Northern","All",1,0.86
2020-03-25,"BC","Northern","Northeast",0,0
2020-03-25,"BC","Northern","Northern Interior",0,0.29
2020-03-25,"BC","Northern","Northwest",1,0.57
2020-03-25,"BC","Northern","Unknown",0,0
2020-03-25,"BC","Vancouver Coastal","All",45,29.57
2020-03-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,6
2020-03-25,"BC","Vancouver Coastal","Richmond",7,3.14
2020-03-25,"BC","Vancouver Coastal","Unknown",0,0
2020-03-25,"BC","Vancouver Coastal","Vancouver",31,20.43
2020-03-25,"BC","Vancouver Island","All",5,4.14
2020-03-25,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-03-25,"BC","Vancouver Island","North Vancouver Island",3,0.86
2020-03-25,"BC","Vancouver Island","South Vancouver Island",2,2.57
2020-03-25,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-03-26,"BC","All","All",68,64.71
2020-03-26,"BC","Fraser","All",33,24.14
2020-03-26,"BC","Fraser","Fraser East",2,0.71
2020-03-26,"BC","Fraser","Fraser North",11,9
2020-03-26,"BC","Fraser","Fraser South",20,14.43
2020-03-26,"BC","Fraser","Unknown",0,0
2020-03-26,"BC","Interior","All",10,7.71
2020-03-26,"BC","Interior","East Kootenay",0,0.71
2020-03-26,"BC","Interior","Kootenay Boundary",1,0.71
2020-03-26,"BC","Interior","Okanagan",3,2.86
2020-03-26,"BC","Interior","Thompson Cariboo Shuswap",6,3.43
2020-03-26,"BC","Northern","All",2,1.14
2020-03-26,"BC","Northern","Northeast",1,0.14
2020-03-26,"BC","Northern","Northern Interior",0,0.29
2020-03-26,"BC","Northern","Northwest",1,0.71
2020-03-26,"BC","Northern","Unknown",0,0
2020-03-26,"BC","Vancouver Coastal","All",18,28
2020-03-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,5.43
2020-03-26,"BC","Vancouver Coastal","Richmond",3,3.29
2020-03-26,"BC","Vancouver Coastal","Unknown",0,0
2020-03-26,"BC","Vancouver Coastal","Vancouver",11,19.29
2020-03-26,"BC","Vancouver Island","All",5,3.71
2020-03-26,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2020-03-26,"BC","Vancouver Island","North Vancouver Island",2,0.86
2020-03-26,"BC","Vancouver Island","South Vancouver Island",2,2.29
2020-03-26,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-03-27,"BC","All","All",62,64.71
2020-03-27,"BC","Fraser","All",27,24.71
2020-03-27,"BC","Fraser","Fraser East",4,1.14
2020-03-27,"BC","Fraser","Fraser North",14,9.14
2020-03-27,"BC","Fraser","Fraser South",9,14.43
2020-03-27,"BC","Fraser","Unknown",0,0
2020-03-27,"BC","Interior","All",4,7.71
2020-03-27,"BC","Interior","East Kootenay",0,0.57
2020-03-27,"BC","Interior","Kootenay Boundary",0,0.71
2020-03-27,"BC","Interior","Okanagan",2,2.71
2020-03-27,"BC","Interior","Thompson Cariboo Shuswap",2,3.71
2020-03-27,"BC","Northern","All",0,1
2020-03-27,"BC","Northern","Northeast",0,0.14
2020-03-27,"BC","Northern","Northern Interior",0,0.29
2020-03-27,"BC","Northern","Northwest",0,0.57
2020-03-27,"BC","Northern","Unknown",0,0
2020-03-27,"BC","Vancouver Coastal","All",28,27.86
2020-03-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,5.71
2020-03-27,"BC","Vancouver Coastal","Richmond",3,3.29
2020-03-27,"BC","Vancouver Coastal","Unknown",0,0
2020-03-27,"BC","Vancouver Coastal","Vancouver",18,18.86
2020-03-27,"BC","Vancouver Island","All",3,3.43
2020-03-27,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-03-27,"BC","Vancouver Island","North Vancouver Island",2,1
2020-03-27,"BC","Vancouver Island","South Vancouver Island",1,2
2020-03-27,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-03-28,"BC","All","All",65,63.43
2020-03-28,"BC","Fraser","All",27,23.86
2020-03-28,"BC","Fraser","Fraser East",4,1.71
2020-03-28,"BC","Fraser","Fraser North",10,8.71
2020-03-28,"BC","Fraser","Fraser South",13,13.43
2020-03-28,"BC","Fraser","Unknown",0,0
2020-03-28,"BC","Interior","All",7,8.14
2020-03-28,"BC","Interior","East Kootenay",1,0.71
2020-03-28,"BC","Interior","Kootenay Boundary",0,0.57
2020-03-28,"BC","Interior","Okanagan",3,2.86
2020-03-28,"BC","Interior","Thompson Cariboo Shuswap",3,4
2020-03-28,"BC","Northern","All",2,1.14
2020-03-28,"BC","Northern","Northeast",1,0.29
2020-03-28,"BC","Northern","Northern Interior",0,0.14
2020-03-28,"BC","Northern","Northwest",1,0.71
2020-03-28,"BC","Northern","Unknown",0,0
2020-03-28,"BC","Vancouver Coastal","All",23,26.29
2020-03-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,5.57
2020-03-28,"BC","Vancouver Coastal","Richmond",3,3.29
2020-03-28,"BC","Vancouver Coastal","Unknown",0,0
2020-03-28,"BC","Vancouver Coastal","Vancouver",15,17.43
2020-03-28,"BC","Vancouver Island","All",6,4
2020-03-28,"BC","Vancouver Island","Central Vancouver Island",4,0.86
2020-03-28,"BC","Vancouver Island","North Vancouver Island",1,1.14
2020-03-28,"BC","Vancouver Island","South Vancouver Island",1,2
2020-03-28,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-03-29,"BC","All","All",48,63.71
2020-03-29,"BC","Fraser","All",18,24
2020-03-29,"BC","Fraser","Fraser East",0,1.57
2020-03-29,"BC","Fraser","Fraser North",8,9
2020-03-29,"BC","Fraser","Fraser South",10,13.43
2020-03-29,"BC","Fraser","Unknown",0,0
2020-03-29,"BC","Interior","All",8,8.86
2020-03-29,"BC","Interior","East Kootenay",2,1
2020-03-29,"BC","Interior","Kootenay Boundary",1,0.71
2020-03-29,"BC","Interior","Okanagan",2,2.86
2020-03-29,"BC","Interior","Thompson Cariboo Shuswap",3,4.29
2020-03-29,"BC","Northern","All",0,1.14
2020-03-29,"BC","Northern","Northeast",0,0.29
2020-03-29,"BC","Northern","Northern Interior",0,0.14
2020-03-29,"BC","Northern","Northwest",0,0.71
2020-03-29,"BC","Northern","Unknown",0,0
2020-03-29,"BC","Vancouver Coastal","All",22,26.43
2020-03-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,5.43
2020-03-29,"BC","Vancouver Coastal","Richmond",6,4
2020-03-29,"BC","Vancouver Coastal","Unknown",0,0
2020-03-29,"BC","Vancouver Coastal","Vancouver",14,17
2020-03-29,"BC","Vancouver Island","All",0,3.29
2020-03-29,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-03-29,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-03-29,"BC","Vancouver Island","South Vancouver Island",0,1.43
2020-03-29,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-03-30,"BC","All","All",50,62.71
2020-03-30,"BC","Fraser","All",19,23.57
2020-03-30,"BC","Fraser","Fraser East",2,1.86
2020-03-30,"BC","Fraser","Fraser North",4,8.14
2020-03-30,"BC","Fraser","Fraser South",13,13.57
2020-03-30,"BC","Fraser","Unknown",0,0
2020-03-30,"BC","Interior","All",5,8.57
2020-03-30,"BC","Interior","East Kootenay",0,0.57
2020-03-30,"BC","Interior","Kootenay Boundary",1,0.71
2020-03-30,"BC","Interior","Okanagan",2,2.86
2020-03-30,"BC","Interior","Thompson Cariboo Shuswap",2,4.43
2020-03-30,"BC","Northern","All",2,1.29
2020-03-30,"BC","Northern","Northeast",1,0.43
2020-03-30,"BC","Northern","Northern Interior",1,0.14
2020-03-30,"BC","Northern","Northwest",0,0.71
2020-03-30,"BC","Northern","Unknown",0,0
2020-03-30,"BC","Vancouver Coastal","All",23,26
2020-03-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,5.86
2020-03-30,"BC","Vancouver Coastal","Richmond",3,3.71
2020-03-30,"BC","Vancouver Coastal","Unknown",0,0
2020-03-30,"BC","Vancouver Coastal","Vancouver",11,16.43
2020-03-30,"BC","Vancouver Island","All",1,3.29
2020-03-30,"BC","Vancouver Island","Central Vancouver Island",1,0.86
2020-03-30,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-03-30,"BC","Vancouver Island","South Vancouver Island",0,1.29
2020-03-30,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-03-31,"BC","All","All",53,60.86
2020-03-31,"BC","Fraser","All",17,23.43
2020-03-31,"BC","Fraser","Fraser East",1,2
2020-03-31,"BC","Fraser","Fraser North",9,8.86
2020-03-31,"BC","Fraser","Fraser South",7,12.57
2020-03-31,"BC","Fraser","Unknown",0,0
2020-03-31,"BC","Interior","All",13,7.57
2020-03-31,"BC","Interior","East Kootenay",0,0.43
2020-03-31,"BC","Interior","Kootenay Boundary",0,0.43
2020-03-31,"BC","Interior","Okanagan",13,4
2020-03-31,"BC","Interior","Thompson Cariboo Shuswap",0,2.71
2020-03-31,"BC","Northern","All",1,1.14
2020-03-31,"BC","Northern","Northeast",0,0.43
2020-03-31,"BC","Northern","Northern Interior",1,0.29
2020-03-31,"BC","Northern","Northwest",0,0.43
2020-03-31,"BC","Northern","Unknown",0,0
2020-03-31,"BC","Vancouver Coastal","All",17,25.14
2020-03-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,5.71
2020-03-31,"BC","Vancouver Coastal","Richmond",2,3.86
2020-03-31,"BC","Vancouver Coastal","Unknown",0,0
2020-03-31,"BC","Vancouver Coastal","Vancouver",9,15.57
2020-03-31,"BC","Vancouver Island","All",5,3.57
2020-03-31,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-03-31,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-03-31,"BC","Vancouver Island","South Vancouver Island",4,1.43
2020-03-31,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-04-01,"BC","All","All",59,57.86
2020-04-01,"BC","Fraser","All",22,23.29
2020-04-01,"BC","Fraser","Fraser East",2,2.14
2020-04-01,"BC","Fraser","Fraser North",11,9.57
2020-04-01,"BC","Fraser","Fraser South",9,11.57
2020-04-01,"BC","Fraser","Unknown",0,0
2020-04-01,"BC","Interior","All",14,8.71
2020-04-01,"BC","Interior","East Kootenay",0,0.43
2020-04-01,"BC","Interior","Kootenay Boundary",0,0.43
2020-04-01,"BC","Interior","Okanagan",11,5.14
2020-04-01,"BC","Interior","Thompson Cariboo Shuswap",3,2.71
2020-04-01,"BC","Northern","All",1,1.14
2020-04-01,"BC","Northern","Northeast",0,0.43
2020-04-01,"BC","Northern","Northern Interior",0,0.29
2020-04-01,"BC","Northern","Northwest",1,0.43
2020-04-01,"BC","Northern","Unknown",0,0
2020-04-01,"BC","Vancouver Coastal","All",22,21.86
2020-04-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,5.71
2020-04-01,"BC","Vancouver Coastal","Richmond",3,3.29
2020-04-01,"BC","Vancouver Coastal","Unknown",0,0
2020-04-01,"BC","Vancouver Coastal","Vancouver",12,12.86
2020-04-01,"BC","Vancouver Island","All",0,2.86
2020-04-01,"BC","Vancouver Island","Central Vancouver Island",0,1
2020-04-01,"BC","Vancouver Island","North Vancouver Island",0,0.71
2020-04-01,"BC","Vancouver Island","South Vancouver Island",0,1.14
2020-04-01,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-04-02,"BC","All","All",44,54.43
2020-04-02,"BC","Fraser","All",20,21.43
2020-04-02,"BC","Fraser","Fraser East",1,2
2020-04-02,"BC","Fraser","Fraser North",13,9.86
2020-04-02,"BC","Fraser","Fraser South",6,9.57
2020-04-02,"BC","Fraser","Unknown",0,0
2020-04-02,"BC","Interior","All",0,7.29
2020-04-02,"BC","Interior","East Kootenay",0,0.43
2020-04-02,"BC","Interior","Kootenay Boundary",0,0.29
2020-04-02,"BC","Interior","Okanagan",0,4.71
2020-04-02,"BC","Interior","Thompson Cariboo Shuswap",0,1.86
2020-04-02,"BC","Northern","All",4,1.43
2020-04-02,"BC","Northern","Northeast",0,0.29
2020-04-02,"BC","Northern","Northern Interior",2,0.57
2020-04-02,"BC","Northern","Northwest",2,0.57
2020-04-02,"BC","Northern","Unknown",0,0
2020-04-02,"BC","Vancouver Coastal","All",18,21.86
2020-04-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,5.71
2020-04-02,"BC","Vancouver Coastal","Richmond",3,3.29
2020-04-02,"BC","Vancouver Coastal","Unknown",0,0
2020-04-02,"BC","Vancouver Coastal","Vancouver",11,12.86
2020-04-02,"BC","Vancouver Island","All",2,2.43
2020-04-02,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-04-02,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-04-02,"BC","Vancouver Island","South Vancouver Island",1,1
2020-04-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-04-03,"BC","All","All",38,51
2020-04-03,"BC","Fraser","All",16,19.86
2020-04-03,"BC","Fraser","Fraser East",2,1.71
2020-04-03,"BC","Fraser","Fraser North",8,9
2020-04-03,"BC","Fraser","Fraser South",6,9.14
2020-04-03,"BC","Fraser","Unknown",0,0
2020-04-03,"BC","Interior","All",6,7.57
2020-04-03,"BC","Interior","East Kootenay",0,0.43
2020-04-03,"BC","Interior","Kootenay Boundary",1,0.43
2020-04-03,"BC","Interior","Okanagan",3,4.86
2020-04-03,"BC","Interior","Thompson Cariboo Shuswap",2,1.86
2020-04-03,"BC","Northern","All",0,1.43
2020-04-03,"BC","Northern","Northeast",0,0.29
2020-04-03,"BC","Northern","Northern Interior",0,0.57
2020-04-03,"BC","Northern","Northwest",0,0.57
2020-04-03,"BC","Northern","Unknown",0,0
2020-04-03,"BC","Vancouver Coastal","All",13,19.71
2020-04-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,5.57
2020-04-03,"BC","Vancouver Coastal","Richmond",0,2.86
2020-04-03,"BC","Vancouver Coastal","Unknown",0,0
